tconst,titleType,originalTitle,startYear,genres,averageRating,numVotes,m_rating,Streaming
tt0116695,movie,Jerry Maguire,1996.0,"Comedy,Drama,Romance",7.3,297221.0,0.0,"Apple TV,Apple TV"
tt0116922,movie,Lost Highway,1997.0,"Drama,Mystery,Thriller",7.6,162188.0,0.0,MUBI
tt0117008,movie,Matilda,1996.0,"Comedy,Family,Fantasy",7.0,184574.0,0.0,Netflix
tt0117318,movie,The People vs. Larry Flynt,1996.0,"Biography,Drama",7.3,103150.0,0.0,TOD TV
tt0117500,movie,The Rock,1996.0,"Action,Adventure,Thriller",7.4,368692.0,0.0,"Disney Plus,TV+,Apple TV,Apple TV"
tt0117509,movie,Romeo + Juliet,1996.0,"Drama,Romance",6.7,251346.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0117571,movie,Scream,1996.0,"Horror,Mystery",7.4,415066.0,0.0,"Netflix,Apple TV,Apple TV"
tt0117665,movie,Sleepers,1996.0,"Crime,Drama,Thriller",7.5,244542.0,0.0,"Apple TV,Apple TV"
tt0117731,movie,Star Trek: First Contact,1996.0,"Action,Adventure,Drama",7.6,134725.0,0.0,"Apple TV,Apple TV"
tt0117998,movie,Twister,1996.0,"Action,Adventure,Thriller",6.6,243093.0,0.0,"blutv,Apple TV,Apple TV"
tt0118571,movie,Air Force One,1997.0,"Action,Crime,Drama",6.5,217308.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0118617,movie,Anastasia,1997.0,"Adventure,Animation,Drama",7.1,141228.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0118689,movie,Bean,1997.0,"Adventure,Comedy,Family",6.5,113531.0,0.0,"Apple TV,Apple TV"
tt0118749,movie,Boogie Nights,1997.0,Drama,7.9,290374.0,0.0,"Apple TV,Apple TV"
tt0118880,movie,Con Air,1997.0,"Action,Crime,Thriller",6.9,329216.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0118883,movie,Conspiracy Theory,1997.0,"Action,Drama,Mystery",6.7,110313.0,0.0,"Apple TV,Apple TV"
tt0118887,movie,Cop Land,1997.0,"Crime,Drama,Thriller",7.0,110797.0,0.0,"Apple TV,Apple TV"
tt0118971,movie,The Devil's Advocate,1997.0,"Drama,Fantasy,Mystery",7.5,420942.0,0.0,"Netflix,Apple TV"
tt0119008,movie,Donnie Brasco,1997.0,"Biography,Crime,Drama",7.7,343206.0,0.0,Netflix
tt0119116,movie,The Fifth Element,1997.0,"Action,Adventure,Sci-Fi",7.6,525029.0,0.0,"TV+,Apple TV"
tt0119177,movie,Gattaca,1997.0,"Drama,Sci-Fi,Thriller",7.7,334721.0,0.0,"Apple TV,Apple TV"
tt0119282,movie,Hercules,1997.0,"Action,Adventure,Animation",7.3,266660.0,0.0,Disney Plus
tt0119396,movie,Jackie Brown,1997.0,"Crime,Drama,Thriller",7.5,388457.0,0.0,"Netflix,TV+,Apple TV,Apple TV"
tt0119643,movie,Meet Joe Black,1998.0,"Drama,Fantasy,Romance",7.2,281038.0,0.0,"Netflix,Apple TV,Apple TV"
tt0119822,movie,As Good as It Gets,1997.0,"Comedy,Drama,Romance",7.7,327424.0,0.0,"Netflix,Apple TV,Apple TV"
tt0120102,movie,Seven Years in Tibet,1997.0,"Adventure,Biography,Drama",7.1,161253.0,0.0,"Apple TV,Apple TV"
tt0120188,movie,Three Kings,1999.0,"Action,Adventure,Comedy",7.1,183969.0,0.0,"Apple TV,Apple TV"
tt0120201,movie,Starship Troopers,1997.0,"Action,Adventure,Sci-Fi",7.3,333668.0,0.0,Disney Plus
tt0120347,movie,Tomorrow Never Dies,1997.0,"Action,Adventure,Thriller",6.5,209383.0,0.0,"Apple TV,Apple TV"
tt0120587,movie,Antz,1998.0,"Adventure,Animation,Comedy",6.5,167239.0,0.0,"Apple TV,Apple TV"
tt0120591,movie,Armageddon,1998.0,"Action,Adventure,Sci-Fi",6.7,464631.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0120601,movie,Being John Malkovich,1999.0,"Comedy,Drama,Fantasy",7.7,361452.0,0.0,"Apple TV,Apple TV"
tt0120623,movie,A Bug's Life,1998.0,"Adventure,Animation,Comedy",7.2,325715.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0120632,movie,City of Angels,1998.0,"Drama,Fantasy,Romance",6.7,131125.0,0.0,"Apple TV,Apple TV"
tt0120657,movie,The 13th Warrior,1999.0,"Action,Adventure,History",6.6,135556.0,0.0,Disney Plus
tt0120660,movie,Enemy of the State,1998.0,"Action,Thriller",7.3,266877.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0120663,movie,Eyes Wide Shut,1999.0,"Drama,Mystery,Thriller",7.5,397057.0,0.0,"blutv,Apple TV,Apple TV"
tt0120681,movie,From Hell,2001.0,"Crime,Horror,Mystery",6.7,167991.0,0.0,"Apple TV,Apple TV"
tt0120744,movie,The Man in the Iron Mask,1998.0,"Action,Adventure,Drama",6.5,183591.0,0.0,Amazon Prime Video
tt0120746,movie,The Mask of Zorro,1998.0,"Action,Adventure,Comedy",6.8,203405.0,0.0,"Apple TV,Apple TV"
tt0120762,movie,Mulan,1998.0,"Adventure,Animation,Comedy",7.7,330400.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0120783,movie,The Parent Trap,1998.0,"Adventure,Comedy,Drama",6.7,163429.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0120804,movie,Resident Evil,2002.0,"Action,Horror,Sci-Fi",6.6,298311.0,0.0,"Netflix,Apple TV"
tt0120855,movie,Tarzan,1999.0,"Adventure,Animation,Comedy",7.3,258058.0,0.0,"blutv,Apple TV,Apple TV"
tt0120863,movie,The Thin Red Line,1998.0,"Drama,History,War",7.6,205685.0,0.0,Disney Plus
tt0120889,movie,What Dreams May Come,1998.0,"Drama,Fantasy,Romance",7.0,117193.0,0.0,"Apple TV,Apple TV"
tt0120890,movie,Wild Things,1998.0,"Crime,Drama,Mystery",6.6,135798.0,0.0,Netflix
tt0120902,movie,The X Files,1998.0,"Drama,Mystery,Sci-Fi",7.0,112155.0,0.0,"Disney Plus,Amazon Prime Video"
tt0120917,movie,The Emperor's New Groove,2000.0,"Adventure,Animation,Comedy",7.4,236410.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0121164,movie,Corpse Bride,2005.0,"Animation,Comedy,Drama",7.4,312603.0,0.0,"Apple TV,Apple TV"
tt0122690,movie,Ronin,1998.0,"Action,Crime,Thriller",7.2,200883.0,0.0,Amazon Prime Video
tt0122933,movie,Analyze This,1999.0,"Comedy,Crime",6.7,164882.0,0.0,"Apple TV,Apple TV"
tt0125439,movie,Notting Hill,1999.0,"Comedy,Drama,Romance",7.2,363195.0,0.0,"Apple TV,Apple TV"
tt0127536,movie,Elizabeth,1998.0,"Biography,Drama,History",7.4,107822.0,0.0,"Apple TV,Apple TV"
tt0128853,movie,You've Got Mail,1998.0,"Comedy,Drama,Romance",6.7,237164.0,0.0,"Apple TV,Apple TV"
tt0133240,movie,Treasure Planet,2002.0,"Adventure,Animation,Family",7.2,140128.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0134273,movie,8MM,1999.0,"Crime,Drama,Mystery",6.6,146942.0,0.0,"Apple TV,Apple TV"
tt0134847,movie,Pitch Black,2000.0,"Horror,Sci-Fi,Thriller",7.0,258677.0,0.0,"Apple TV,Apple TV"
tt0138749,movie,The Road to El Dorado,2000.0,"Adventure,Animation,Comedy",6.9,112830.0,0.0,"Apple TV,Apple TV"
tt0139654,movie,Training Day,2001.0,"Crime,Drama,Thriller",7.8,493721.0,0.0,"Apple TV,Apple TV"
tt0140352,movie,The Insider,1999.0,"Biography,Drama,History",7.8,185812.0,0.0,ERROR:429
tt0142688,movie,The Ninth Gate,1999.0,"Mystery,Thriller",6.7,203857.0,0.0,ERROR:429
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,1999.0,"Action,Adventure,Comedy",6.7,255465.0,0.0,"Apple TV,Apple TV"
tt0145681,movie,The Bone Collector,1999.0,"Crime,Drama,Mystery",6.7,192856.0,0.0,"Apple TV,Apple TV"
tt0146838,movie,Any Given Sunday,1999.0,"Drama,Sport",6.9,128415.0,0.0,"Apple TV,Apple TV"
tt0146882,movie,High Fidelity,2000.0,"Comedy,Drama,Music",7.4,194432.0,0.0,Disney Plus
tt0147800,movie,10 Things I Hate About You,1999.0,"Comedy,Drama,Romance",7.3,415398.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0154506,movie,Following,1998.0,"Crime,Mystery,Thriller",7.4,105476.0,0.0,MUBI
tt0159097,movie,The Virgin Suicides,1999.0,"Drama,Romance",7.2,178017.0,0.0,Netflix
tt0159365,movie,Cold Mountain,2003.0,"Adventure,Drama,Romance",7.2,160245.0,0.0,"Apple TV,Apple TV"
tt0161081,movie,What Lies Beneath,2000.0,"Drama,Horror,Mystery",6.6,140008.0,0.0,Disney Plus
tt0163978,movie,The Beach,2000.0,"Adventure,Drama,Romance",6.6,260327.0,0.0,Disney Plus
tt0164184,movie,The Sum of All Fears,2002.0,"Action,Drama,Thriller",6.5,128035.0,0.0,"Apple TV,Apple TV"
tt0167190,movie,Hellboy,2004.0,"Action,Adventure,Fantasy",6.9,360277.0,0.0,"Netflix,Apple TV,Apple TV"
tt0168629,movie,Dancer in the Dark,2000.0,"Crime,Drama,Musical",7.9,120228.0,0.0,MUBI
tt0172493,movie,"Girl, Interrupted",1999.0,"Biography,Drama",7.3,223091.0,0.0,"Netflix,Apple TV"
tt0177971,movie,The Perfect Storm,2000.0,"Action,Adventure,Drama",6.5,183138.0,0.0,"Apple TV,Apple TV"
tt0181875,movie,Almost Famous,2000.0,"Adventure,Comedy,Drama",7.9,302863.0,0.0,"Apple TV,Apple TV"
tt0182789,movie,Bicentennial Man,1999.0,"Drama,Romance,Sci-Fi",6.9,128242.0,0.0,TOD TV
tt0183505,movie,"Me, Myself & Irene",2000.0,Comedy,6.6,257926.0,0.0,"Apple TV,Apple TV"
tt0183649,movie,Phone Booth,2002.0,"Crime,Thriller",7.1,293929.0,0.0,Disney Plus
tt0184894,movie,Shanghai Noon,2000.0,"Action,Adventure,Comedy",6.6,138483.0,0.0,TV+
tt0185937,movie,The Blair Witch Project,1999.0,"Horror,Mystery",6.5,300753.0,0.0,"Apple TV,Apple TV"
tt0187078,movie,Gone in Sixty Seconds,2000.0,"Action,Crime,Thriller",6.5,302225.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0187393,movie,The Patriot,2000.0,"Action,Drama,History",7.2,302899.0,0.0,"Netflix,Apple TV,Apple TV"
tt0190332,movie,Wo hu cang long,2000.0,"Action,Adventure,Drama",7.9,287507.0,0.0,Amazon Prime Video
tt0195685,movie,Erin Brockovich,2000.0,"Biography,Drama",7.5,232863.0,0.0,Amazon Prime Video
tt0196229,movie,Zoolander,2001.0,Comedy,6.5,304758.0,0.0,"Apple TV,Apple TV"
tt0203009,movie,Moulin Rouge!,2001.0,"Drama,Musical,Romance",7.6,306542.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0212338,movie,Meet the Parents,2000.0,"Comedy,Romance",7.0,366873.0,0.0,"Apple TV,Apple TV"
tt0213847,movie,Malèna,2000.0,"Drama,Romance,War",7.4,118599.0,0.0,Netflix
tt0215129,movie,Road Trip,2000.0,Comedy,6.5,182955.0,0.0,"Apple TV,Apple TV"
tt0217505,movie,Gangs of New York,2002.0,"Crime,Drama",7.5,486973.0,0.0,TV+
tt0218967,movie,The Family Man,2000.0,"Comedy,Drama,Fantasy",6.8,125830.0,0.0,Amazon Prime Video
tt0223897,movie,Pay It Forward,2000.0,Drama,7.2,126141.0,0.0,"Apple TV,Apple TV"
tt0230011,movie,Atlantis: The Lost Empire,2001.0,"Action,Adventure,Animation",6.9,140577.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0241303,movie,Chocolat,2000.0,"Drama,Romance",7.2,206256.0,0.0,"Apple TV,Apple TV"
tt0243155,movie,Bridget Jones's Diary,2001.0,"Comedy,Drama,Romance",6.8,277018.0,0.0,Netflix
tt0244244,movie,Swordfish,2001.0,"Action,Crime,Thriller",6.5,199767.0,0.0,"Apple TV,Apple TV"
tt0245574,movie,Y tu mamá también,2001.0,Drama,7.7,133926.0,0.0,Netflix
tt0250494,movie,Legally Blonde,2001.0,"Comedy,Romance",6.5,264712.0,0.0,Amazon Prime Video
tt0250797,movie,Unfaithful,2002.0,"Drama,Romance,Thriller",6.7,102557.0,0.0,ERROR:429
tt0251127,movie,How to Lose a Guy in 10 Days,2003.0,"Comedy,Romance",6.5,295429.0,0.0,"Netflix,Apple TV,Apple TV"
tt0251160,movie,John Q,2002.0,"Crime,Drama,Thriller",7.1,148352.0,0.0,ERROR:429
tt0257044,movie,Road to Perdition,2002.0,"Crime,Drama,Thriller",7.7,292393.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0257360,movie,About Schmidt,2002.0,Drama,7.2,135648.0,0.0,"Apple TV,Apple TV"
tt0258000,movie,Panic Room,2002.0,"Crime,Drama,Thriller",6.8,306115.0,0.0,ERROR:429
tt0259711,movie,Vanilla Sky,2001.0,"Fantasy,Mystery,Romance",6.9,293484.0,0.0,"Apple TV,Apple TV"
tt0261392,movie,Jay and Silent Bob Strike Back,2001.0,Comedy,6.8,163612.0,0.0,ERROR:429
tt0265208,movie,The Girl Next Door,2004.0,"Comedy,Drama,Romance",6.7,250590.0,0.0,Netflix
tt0265459,movie,One Hour Photo,2002.0,"Drama,Thriller",6.8,135729.0,0.0,"Apple TV,Apple TV"
tt0265666,movie,The Royal Tenenbaums,2001.0,"Comedy,Drama",7.6,321615.0,0.0,ERROR:429
tt0272338,movie,Punch-Drunk Love,2002.0,"Comedy,Drama,Romance",7.3,184869.0,0.0,Apple TV
tt0274812,movie,Secretary,2002.0,"Comedy,Drama,Romance",6.9,103883.0,0.0,"Apple TV,Apple TV"
tt0275847,movie,Lilo & Stitch,2002.0,"Adventure,Animation,Comedy",7.3,223470.0,0.0,ERROR:429
tt0276919,movie,Dogville,2003.0,"Crime,Drama",8.0,163462.0,0.0,MUBI
tt0286106,movie,Signs,2002.0,"Drama,Mystery,Sci-Fi",6.8,400156.0,0.0,Disney Plus
tt0286499,movie,Bend It Like Beckham,2002.0,"Comedy,Drama,Romance",6.7,119159.0,0.0,ERROR:429
tt0287467,movie,Hable con ella,2002.0,"Drama,Mystery,Romance",7.9,119764.0,0.0,ERROR:429
tt0289765,movie,Red Dragon,2002.0,"Crime,Drama,Thriller",7.2,301799.0,0.0,ERROR:429
tt0292506,movie,The Recruit,2003.0,"Action,Thriller",6.6,144556.0,0.0,Netflix
tt0292963,movie,Before the Devil Knows You're Dead,2007.0,"Crime,Drama,Thriller",7.3,116440.0,0.0,ERROR:429
tt0296572,movie,The Chronicles of Riddick,2004.0,"Action,Adventure,Sci-Fi",6.6,247221.0,0.0,ERROR:429
tt0298130,movie,The Ring,2002.0,"Horror,Mystery",7.1,388343.0,0.0,"Apple TV,Apple TV"
tt0299658,movie,Chicago,2002.0,"Comedy,Crime,Musical",7.2,249579.0,0.0,ERROR:429
tt0302886,movie,Old School,2003.0,Comedy,7.0,249922.0,0.0,"Apple TV,Apple TV"
tt0307901,movie,25th Hour,2002.0,Drama,7.6,187405.0,0.0,"Apple TV,Apple TV"
tt0308644,movie,Finding Neverland,2004.0,"Biography,Drama,Family",7.6,214546.0,0.0,"Apple TV,Apple TV"
tt0309698,movie,Identity,2003.0,"Mystery,Thriller",7.3,278526.0,0.0,"Netflix,Apple TV,Apple TV"
tt0309987,movie,The Dreamers,2003.0,"Drama,Romance",7.1,137121.0,0.0,MUBI
tt0310793,movie,Bowling for Columbine,2002.0,"Crime,Documentary,Drama",8.0,150592.0,0.0,ERROR:429
tt0311113,movie,Master and Commander: The Far Side of the World,2003.0,"Action,Adventure,Drama",7.5,245818.0,0.0,ERROR:429
tt0312004,movie,The Curse of the Were-Rabbit,2005.0,"Adventure,Animation,Comedy",7.5,152793.0,0.0,ERROR:429
tt0313542,movie,Runaway Jury,2003.0,"Crime,Drama,Thriller",7.1,113154.0,0.0,"Disney Plus,Netflix,Apple TV,Apple TV"
tt0314331,movie,Love Actually,2003.0,"Comedy,Drama,Romance",7.6,557597.0,0.0,"Netflix,Apple TV"
tt0314353,movie,Tears of the Sun,2003.0,"Action,Drama,Thriller",6.6,134144.0,0.0,"TV+,Apple TV"
tt0317919,movie,Mission: Impossible III,2006.0,"Action,Adventure,Thriller",6.9,402391.0,0.0,"TV+,Apple TV,Apple TV"
tt0318462,movie,Diarios de motocicleta,2004.0,"Adventure,Biography,Drama",7.7,106727.0,0.0,ERROR:429
tt0319262,movie,The Day After Tomorrow,2004.0,"Action,Adventure,Sci-Fi",6.5,495306.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0319343,movie,Elf,2003.0,"Adventure,Comedy,Family",7.1,329119.0,0.0,"Apple TV,Apple TV"
tt0320661,movie,Kingdom of Heaven,2005.0,"Action,Adventure,Drama",7.3,331759.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0320691,movie,Underworld,2003.0,"Action,Fantasy,Thriller",7.0,293088.0,0.0,ERROR:429
tt0322802,movie,Jackass: The Movie,2002.0,"Action,Comedy,Documentary",6.6,104165.0,0.0,ERROR:429
tt0325805,movie,Matchstick Men,2003.0,"Comedy,Crime,Drama",7.3,141812.0,0.0,"Apple TV,Apple TV"
tt0327056,movie,Mystic River,2003.0,"Crime,Drama,Mystery",7.9,502133.0,0.0,"Apple TV,Apple TV"
tt0327084,movie,Over the Hedge,2006.0,"Adventure,Animation,Comedy",6.7,195692.0,0.0,"Apple TV,Apple TV"
tt0327850,movie,The Rundown,2003.0,"Action,Adventure,Comedy",6.7,146137.0,0.0,ERROR:429
tt0328107,movie,Man on Fire,2004.0,"Action,Crime,Drama",7.7,402026.0,0.0,"Disney Plus,TV+,Apple TV,Apple TV"
tt0328538,movie,Thirteen,2003.0,Drama,6.8,102884.0,0.0,Apple TV
tt0328880,movie,Brother Bear,2003.0,"Adventure,Animation,Comedy",6.9,129762.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0332379,movie,School of Rock,2003.0,"Comedy,Music",7.2,343576.0,0.0,"Apple TV,Apple TV"
tt0337978,movie,Live Free or Die Hard,2007.0,"Action,Thriller",7.1,428354.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0338348,movie,The Polar Express,2004.0,"Adventure,Animation,Comedy",6.6,256685.0,0.0,"Apple TV,Apple TV"
tt0338751,movie,The Aviator,2004.0,"Biography,Drama",7.5,394002.0,0.0,ERROR:429
tt0339291,movie,A Series of Unfortunate Events,2004.0,"Adventure,Comedy,Family",6.8,225929.0,0.0,Netflix
tt0340855,movie,Monster,2003.0,"Biography,Crime,Drama",7.3,167305.0,0.0,Netflix
tt0343737,movie,The Good Shepherd,2006.0,"Drama,History,Thriller",6.7,110509.0,0.0,ERROR:429
tt0345950,movie,The SpongeBob SquarePants Movie,2004.0,"Adventure,Animation,Comedy",7.2,107377.0,0.0,"Netflix,Apple TV,Apple TV"
tt0348333,movie,Waiting...,2005.0,Comedy,6.7,109273.0,0.0,"Apple TV,Apple TV"
tt0350258,movie,Ray,2004.0,"Biography,Drama,Music",7.7,160945.0,0.0,"Apple TV,Apple TV"
tt0352248,movie,Cinderella Man,2005.0,"Biography,Drama,Romance",8.0,203709.0,0.0,Disney Plus
tt0356150,movie,EuroTrip,2004.0,Comedy,6.6,232935.0,0.0,ERROR:429
tt0357413,movie,Anchorman: The Legend of Ron Burgundy,2004.0,Comedy,7.1,389312.0,0.0,ERROR:429
tt0358273,movie,Walk the Line,2005.0,"Biography,Drama,Music",7.8,273537.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0360717,movie,King Kong,2005.0,"Action,Adventure,Romance",7.2,457935.0,0.0,ERROR:429
tt0361596,movie,Fahrenheit 9/11,2004.0,"Documentary,Drama,War",7.5,133669.0,0.0,ERROR:429
tt0362270,movie,The Life Aquatic with Steve Zissou,2004.0,"Action,Adventure,Comedy",7.2,215389.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0363589,movie,Elephant,2003.0,"Crime,Drama,Thriller",7.1,100261.0,0.0,ERROR:429
tt0363988,movie,Secret Window,2004.0,"Drama,Mystery,Thriller",6.5,215364.0,0.0,ERROR:429
tt0365737,movie,Syriana,2005.0,"Drama,Thriller",6.9,136236.0,0.0,"Apple TV,Apple TV"
tt0367110,movie,"Swades: We, the People",2004.0,"Drama,Musical",8.2,101274.0,0.0,Netflix
tt0367594,movie,Charlie and the Chocolate Factory,2005.0,"Adventure,Comedy,Family",6.7,548973.0,0.0,Apple TV
tt0368447,movie,The Village,2004.0,"Drama,Mystery,Thriller",6.6,287691.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0369339,movie,Collateral,2004.0,"Action,Crime,Drama",7.5,447151.0,0.0,ERROR:429
tt0372588,movie,Team America: World Police,2004.0,"Action,Comedy",7.2,181921.0,0.0,ERROR:429
tt0373074,movie,Kung Fu Hustle,2004.0,"Action,Comedy,Fantasy",7.7,156383.0,0.0,ERROR:429
tt0373469,movie,Kiss Kiss Bang Bang,2005.0,"Comedy,Crime,Mystery",7.5,242711.0,0.0,"Apple TV,Apple TV"
tt0374900,movie,Napoleon Dynamite,2004.0,Comedy,7.0,246154.0,0.0,Netflix
tt0375063,movie,Sideways,2004.0,"Comedy,Drama,Romance",7.5,210341.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0375679,movie,Crash,2004.0,"Crime,Drama,Thriller",7.7,454919.0,0.0,MUBI
tt0375912,movie,Layer Cake,2004.0,"Crime,Drama,Thriller",7.2,201871.0,0.0,"Apple TV,Apple TV"
tt0377092,movie,Mean Girls,2004.0,Comedy,7.1,458922.0,0.0,"Apple TV,Apple TV"
tt0379725,movie,Capote,2005.0,"Biography,Crime,Drama",7.3,145036.0,0.0,ERROR:429
tt0380510,movie,The Lovely Bones,2009.0,"Drama,Fantasy,Thriller",6.6,185322.0,0.0,"Apple TV,Apple TV"
tt0381849,movie,3:10 to Yuma,2007.0,"Action,Crime,Drama",7.6,341999.0,0.0,Netflix
tt0383028,movie,"Synecdoche, New York",2008.0,Drama,7.5,101238.0,0.0,ERROR:429
tt0384537,movie,Silent Hill,2006.0,"Horror,Mystery",6.5,251846.0,0.0,ERROR:429
tt0385002,movie,Green Street,2005.0,"Crime,Drama,Sport",7.4,166092.0,0.0,ERROR:429
tt0385004,movie,Shi mian mai fu,2004.0,"Action,Adventure,Drama",7.5,117826.0,0.0,ERROR:429
tt0385880,movie,Monster House,2006.0,"Animation,Comedy,Family",6.7,146222.0,0.0,"Netflix,Apple TV,Apple TV"
tt0386117,movie,Where the Wild Things Are,2009.0,"Adventure,Drama,Family",6.7,110181.0,0.0,"Apple TV,Apple TV"
tt0386588,movie,Hitch,2005.0,"Comedy,Romance",6.6,341847.0,0.0,"Amazon Prime Video,TV+,Apple TV,Apple TV"
tt0393109,movie,Brick,2005.0,"Crime,Drama,Mystery",7.1,112067.0,0.0,"Apple TV,Apple TV"
tt0393162,movie,Coach Carter,2005.0,"Biography,Drama,Sport",7.3,179461.0,0.0,"Apple TV,Apple TV"
tt0396269,movie,Wedding Crashers,2005.0,"Comedy,Romance",7.0,386022.0,0.0,"Apple TV,Apple TV"
tt0396555,movie,Meet the Robinsons,2007.0,"Adventure,Animation,Comedy",6.8,116226.0,0.0,Disney Plus
tt0397101,movie,The Skeleton Key,2005.0,"Drama,Horror,Mystery",6.5,127124.0,0.0,"Apple TV,Apple TV"
tt0397535,movie,Memoirs of a Geisha,2005.0,"Drama,Romance",7.3,166404.0,0.0,"Netflix,Apple TV,Apple TV"
tt0397892,movie,Bolt,2008.0,"Adventure,Animation,Comedy",6.8,237987.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0398286,movie,Tangled,2010.0,"Adventure,Animation,Comedy",7.7,518012.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0399146,movie,A History of Violence,2005.0,"Action,Crime,Drama",7.4,263409.0,0.0,"Apple TV,Apple TV"
tt0401445,movie,A Good Year,2006.0,"Comedy,Drama,Romance",6.9,104184.0,0.0,ERROR:429
tt0401729,movie,John Carter,2012.0,"Action,Adventure,Sci-Fi",6.6,292450.0,0.0,ERROR:429
tt0401855,movie,Underworld: Evolution,2006.0,"Action,Fantasy,Thriller",6.7,213549.0,0.0,ERROR:429
tt0404032,movie,The Exorcism of Emily Rose,2005.0,"Drama,Horror,Thriller",6.7,144428.0,0.0,"Apple TV,Apple TV"
tt0404390,movie,Running Scared,2006.0,"Action,Crime,Drama",7.3,105087.0,0.0,"Apple TV,Apple TV"
tt0405296,movie,A Scanner Darkly,2006.0,"Animation,Comedy,Crime",7.0,119730.0,0.0,Apple TV
tt0405422,movie,The 40 Year Old Virgin,2005.0,"Comedy,Romance",7.1,483655.0,0.0,"Amazon Prime Video,Apple TV,Apple TV"
tt0406816,movie,The Guardian,2006.0,"Adventure,Drama",6.9,100667.0,0.0,Disney Plus
tt0407304,movie,War of the Worlds,2005.0,"Action,Adventure,Sci-Fi",6.5,488593.0,0.0,Disney Plus
tt0408306,movie,Munich,2005.0,"Drama,History,Thriller",7.5,246588.0,0.0,"Apple TV,Apple TV"
