tconst,titleType,originalTitle,startYear,genres,averageRating,numVotes,m_rating,Streaming
tt0410297,movie,The Lake House,2006.0,"Drama,Fantasy,Romance",6.8,161236.0,0.0,"Apple TV,Apple TV"
tt0411477,movie,Hellboy II: The Golden Army,2008.0,"Action,Adventure,Fantasy",7.0,292688.0,0.0,ERROR:429
tt0414387,movie,Pride & Prejudice,2005.0,"Drama,Romance",7.8,349391.0,0.0,"Netflix,Apple TV,Apple TV"
tt0414993,movie,The Fountain,2006.0,"Drama,Mystery,Romance",7.2,252814.0,0.0,TV+
tt0415306,movie,Talladega Nights: The Ballad of Ricky Bobby,2006.0,"Comedy,Sport",6.6,206544.0,0.0,"Apple TV,Apple TV"
tt0416236,movie,The Spiderwick Chronicles,2008.0,"Action,Adventure,Drama",6.5,105671.0,0.0,"Apple TV,Apple TV"
tt0418689,movie,Flags of Our Fathers,2006.0,"Action,Adventure,Drama",7.1,131716.0,0.0,"Apple TV,Apple TV"
tt0418763,movie,Jarhead,2005.0,"Biography,Drama,War",7.0,214890.0,0.0,"Netflix,Amazon Prime Video,Apple TV,Apple TV"
tt0420223,movie,Stranger Than Fiction,2006.0,"Comedy,Drama,Fantasy",7.5,240406.0,0.0,ERROR:429
tt0421073,movie,Street Kings,2008.0,"Action,Crime,Thriller",6.8,123523.0,0.0,ERROR:429
tt0424136,movie,Hard Candy,2005.0,"Drama,Thriller",7.0,171667.0,0.0,ERROR:429
tt0424345,movie,Clerks II,2006.0,Comedy,7.3,142558.0,0.0,"Apple TV,Apple TV"
tt0425123,movie,Just Like Heaven,2005.0,"Comedy,Drama,Fantasy",6.7,120959.0,0.0,Netflix
tt0430105,movie,Four Brothers,2005.0,"Action,Crime,Drama",6.8,163531.0,0.0,"Apple TV,Apple TV"
tt0430922,movie,Role Models,2008.0,Comedy,6.8,245258.0,0.0,"Amazon Prime Video,Apple TV,Apple TV"
tt0431197,movie,The Kingdom,2007.0,"Action,Drama,Thriller",7.0,134813.0,0.0,Netflix
tt0431308,movie,P.S. I Love You,2007.0,"Comedy,Drama,Romance",7.0,221985.0,0.0,"Netflix,Apple TV,Apple TV"
tt0432283,movie,Fantastic Mr. Fox,2009.0,"Adventure,Animation,Comedy",7.9,284356.0,0.0,"TV+,Apple TV,Apple TV"
tt0441909,movie,Volver,2006.0,"Comedy,Drama",7.6,109941.0,0.0,ERROR:429
tt0443274,movie,Vantage Point,2008.0,"Action,Drama,Thriller",6.6,155771.0,0.0,ERROR:429
tt0443680,movie,The Assassination of Jesse James by the Coward Robert Ford,2007.0,"Biography,Crime,Drama",7.5,197607.0,0.0,"Apple TV,Apple TV"
tt0445922,movie,Across the Universe,2007.0,"Drama,Fantasy,History",7.3,115943.0,0.0,"Apple TV,Apple TV"
tt0448134,movie,Sunshine,2007.0,"Sci-Fi,Thriller",7.2,275446.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0449467,movie,Babel,2006.0,Drama,7.5,323335.0,0.0,"Apple TV,Apple TV"
tt0451079,movie,Horton Hears a Who!,2008.0,"Adventure,Animation,Comedy",6.8,154220.0,0.0,"Disney Plus,Apple TV"
tt0453562,movie,42,2013.0,"Biography,Drama,Sport",7.5,105524.0,0.0,"Apple TV,Apple TV"
tt0454848,movie,Inside Man,2006.0,"Crime,Drama,Mystery",7.6,411157.0,0.0,"Netflix,Amazon Prime Video,Apple TV,Apple TV"
tt0455407,movie,The Crazies,2010.0,Horror,6.5,133153.0,0.0,ERROR:429
tt0455590,movie,The Last King of Scotland,2006.0,"Biography,Drama,History",7.6,200606.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0455944,movie,The Equalizer,2014.0,"Action,Crime,Thriller",7.3,442944.0,0.0,"Netflix,Amazon Prime Video,TOD TV,Apple TV"
tt0457939,movie,The Holiday,2006.0,"Comedy,Romance",7.0,347271.0,0.0,"Netflix,Amazon Prime Video,Apple TV,Apple TV"
tt0458352,movie,The Devil Wears Prada,2006.0,"Comedy,Drama",6.9,496689.0,0.0,"Disney Plus,TV+"
tt0458481,movie,Sin City: A Dame to Kill For,2014.0,"Action,Crime,Thriller",6.5,174290.0,0.0,ERROR:429
tt0460791,movie,The Fall,2006.0,"Adventure,Drama,Fantasy",7.8,122316.0,0.0,"MUBI,Apple TV,Apple TV"
tt0461770,movie,Enchanted,2007.0,"Adventure,Animation,Comedy",7.1,223295.0,0.0,"Apple TV,Apple TV"
tt0462499,movie,Rambo,2008.0,"Action,Thriller",7.0,250487.0,0.0,ERROR:429
tt0462538,movie,The Simpsons Movie,2007.0,"Adventure,Animation,Comedy",7.3,356879.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0462590,movie,Step Up,2006.0,"Crime,Drama,Music",6.5,130335.0,0.0,"Apple TV,Apple TV"
tt0463854,movie,28 Weeks Later,2007.0,"Horror,Sci-Fi",6.9,308127.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0464141,movie,El orfanato,2007.0,"Drama,Horror,Mystery",7.4,167082.0,0.0,ERROR:429
tt0465234,movie,National Treasure: Book of Secrets,2007.0,"Action,Adventure,Mystery",6.5,260716.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0465538,movie,Michael Clayton,2007.0,"Crime,Drama,Mystery",7.2,178264.0,0.0,blutv
tt0465602,movie,Shoot 'Em Up,2007.0,"Action,Comedy,Thriller",6.6,157041.0,0.0,"Apple TV,Apple TV"
tt0467200,movie,The Other Boleyn Girl,2008.0,"Biography,Drama,History",6.7,123105.0,0.0,Netflix
tt0472062,movie,Charlie Wilson's War,2007.0,"Biography,Comedy,Drama",7.0,127656.0,0.0,ERROR:429
tt0473705,movie,State of Play,2009.0,"Crime,Drama,Mystery",7.1,163654.0,0.0,"Apple TV,Apple TV"
tt0475276,movie,United 93,2006.0,"Action,Drama,History",7.6,113083.0,0.0,"Apple TV,Apple TV"
tt0475394,movie,Smokin' Aces,2006.0,"Action,Comedy,Crime",6.6,154816.0,0.0,ERROR:429
tt0477080,movie,Unstoppable,2010.0,"Action,Thriller",6.8,213192.0,0.0,"Disney Plus,Apple TV"
tt0477302,movie,Extremely Loud & Incredibly Close,2011.0,"Adventure,Drama,Mystery",6.9,106470.0,0.0,ERROR:429
tt0478087,movie,21,2008.0,"Crime,Drama,Thriller",6.8,273237.0,0.0,ERROR:429
tt0478311,movie,Knocked Up,2007.0,"Comedy,Romance",6.9,391588.0,0.0,ERROR:429
tt0479884,movie,Crank,2006.0,"Action,Crime,Thriller",6.9,270404.0,0.0,ERROR:429
tt0480025,movie,This Is England,2006.0,"Crime,Drama",7.7,131775.0,0.0,ERROR:429
tt0486655,movie,Stardust,2007.0,"Adventure,Fantasy,Romance",7.6,291491.0,0.0,ERROR:429
tt0488120,movie,Fracture,2007.0,"Crime,Drama,Thriller",7.2,226489.0,0.0,Netflix
tt0490204,movie,Reign Over Me,2007.0,Drama,7.4,100961.0,0.0,ERROR:429
tt0490215,movie,Silence,2016.0,"Drama,History",7.2,127180.0,0.0,ERROR:429
tt0497465,movie,Vicky Cristina Barcelona,2008.0,"Comedy,Drama,Romance",7.1,274155.0,0.0,Apple TV
tt0498380,movie,Letters from Iwo Jima,2006.0,"Action,Adventure,Drama",7.8,173364.0,0.0,"Apple TV,Apple TV"
tt0499448,movie,The Chronicles of Narnia: Prince Caspian,2008.0,"Action,Adventure,Family",6.5,232121.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0758752,movie,Love & Other Drugs,2010.0,"Comedy,Drama,Romance",6.7,234571.0,0.0,"TV+,Apple TV,Apple TV"
tt0758766,movie,Music and Lyrics,2007.0,"Comedy,Music,Romance",6.5,109364.0,0.0,"Apple TV,Apple TV"
tt0765010,movie,Brothers,2009.0,"Drama,Thriller,War",7.1,159448.0,0.0,Amazon Prime Video
tt0765429,movie,American Gangster,2007.0,"Biography,Crime,Drama",7.8,470137.0,0.0,ERROR:429
tt0765443,movie,Eastern Promises,2007.0,"Crime,Drama,Thriller",7.6,269909.0,0.0,Amazon Prime Video
tt0780521,movie,The Princess and the Frog,2009.0,"Adventure,Animation,Comedy",7.2,176711.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0783233,movie,Atonement,2007.0,"Drama,Mystery,Romance",7.8,312501.0,0.0,"Netflix,Apple TV,Apple TV"
tt0790636,movie,Dallas Buyers Club,2013.0,"Biography,Drama",7.9,533509.0,0.0,ERROR:429
tt0795368,movie,Death at a Funeral,2007.0,Comedy,7.3,124324.0,0.0,ERROR:429
tt0795421,movie,Mamma Mia!,2008.0,"Comedy,Musical,Romance",6.5,289321.0,0.0,ERROR:429
tt0800039,movie,Forgetting Sarah Marshall,2008.0,"Comedy,Drama,Romance",7.1,309671.0,0.0,"Amazon Prime Video,Apple TV,Apple TV"
tt0804497,movie,It's Kind of a Funny Story,2010.0,"Comedy,Drama,Romance",7.1,150182.0,0.0,"Apple TV,Apple TV"
tt0805564,movie,Lars and the Real Girl,2007.0,"Comedy,Drama,Romance",7.3,161578.0,0.0,ERROR:429
tt0810819,movie,The Danish Girl,2015.0,"Biography,Drama",7.1,203087.0,0.0,"Apple TV,Apple TV"
tt0814314,movie,Seven Pounds,2008.0,"Drama,Mystery,Thriller",7.6,320461.0,0.0,ERROR:429
tt0816442,movie,The Book Thief,2013.0,"Drama,War",7.5,144940.0,0.0,ERROR:429
tt0817177,movie,Flipped,2010.0,"Comedy,Drama,Romance",7.7,101895.0,0.0,ERROR:429
tt0822832,movie,Marley & Me,2008.0,"Drama,Family",7.0,171644.0,0.0,ERROR:429
tt0824747,movie,Changeling,2008.0,"Biography,Crime,Drama",7.7,270175.0,0.0,"Amazon Prime Video,Apple TV,Apple TV"
tt0825232,movie,The Bucket List,2007.0,"Adventure,Comedy,Drama",7.3,265613.0,0.0,"Apple TV,Apple TV"
tt0830515,movie,Quantum of Solace,2008.0,"Action,Adventure,Mystery",6.5,481920.0,0.0,ERROR:429
tt0832266,movie,"Definitely, Maybe",2008.0,"Comedy,Drama,Romance",7.1,178022.0,0.0,"Netflix,Apple TV,Apple TV"
tt0834001,movie,Underworld: Rise of the Lycans,2009.0,"Action,Fantasy,Thriller",6.5,171469.0,0.0,"Netflix,TV+,Apple TV,Apple TV"
tt0837562,movie,Hotel Transylvania,2012.0,"Animation,Comedy,Family",7.0,295542.0,0.0,"Netflix,Apple TV,Apple TV"
tt0838221,movie,The Darjeeling Limited,2007.0,"Adventure,Comedy,Drama",7.2,222904.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0838283,movie,Step Brothers,2008.0,Comedy,6.9,329795.0,0.0,"Netflix,Apple TV,Apple TV"
tt0844708,movie,The Last House on the Left,2009.0,"Horror,Thriller",6.5,104093.0,0.0,ERROR:429
tt0848537,movie,Epic,2013.0,"Action,Adventure,Animation",6.6,111995.0,0.0,ERROR:429
tt0851578,movie,Paprika,2006.0,"Animation,Drama,Fantasy",7.7,103831.0,0.0,"Apple TV,Apple TV"
tt0862856,movie,Trick 'r Treat,2007.0,"Comedy,Horror",6.7,109569.0,0.0,"Apple TV,Apple TV"
tt0870111,movie,Frost/Nixon,2008.0,"Biography,Drama,History",7.6,114337.0,0.0,"Apple TV,Apple TV"
tt0870154,movie,Jungle Cruise,2021.0,"Action,Adventure,Comedy",6.6,220425.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt0870984,movie,Antichrist,2009.0,"Drama,Horror,Thriller",6.5,140596.0,0.0,MUBI
tt0876563,movie,Gake no ue no Ponyo,2008.0,"Adventure,Animation,Comedy",7.6,173666.0,0.0,Netflix
tt0887912,movie,The Hurt Locker,2008.0,"Drama,Thriller,War",7.5,483620.0,0.0,ERROR:429
tt0907657,movie,Once,2006.0,"Drama,Music,Musical",7.8,123100.0,0.0,ERROR:429
tt0910936,movie,Pineapple Express,2008.0,"Action,Comedy,Crime",6.9,364391.0,0.0,"TV+,Apple TV,Apple TV"
tt0914798,movie,The Boy in the Striped Pajamas,2008.0,"Drama,War",7.7,260995.0,0.0,ERROR:429
tt0918927,movie,Doubt,2008.0,"Drama,Mystery",7.5,141025.0,0.0,Netflix
tt0942385,movie,Tropic Thunder,2008.0,"Action,Comedy,War",7.1,465910.0,0.0,ERROR:429
tt0947810,movie,Green Zone,2010.0,"Action,Drama,Thriller",6.8,144924.0,0.0,"Apple TV,Apple TV"
tt0959337,movie,Revolutionary Road,2008.0,"Drama,Romance",7.3,229806.0,0.0,"Apple TV,Apple TV"
tt0963178,movie,The International,2009.0,"Action,Crime,Drama",6.5,102356.0,0.0,"Netflix,Apple TV,Apple TV"
tt0985694,movie,Machete,2010.0,"Action,Crime,Thriller",6.6,206927.0,0.0,ERROR:429
tt0985699,movie,Valkyrie,2008.0,"Drama,History,Thriller",7.1,265941.0,0.0,ERROR:429
tt0993842,movie,Hanna,2011.0,"Action,Adventure,Drama",6.7,210559.0,0.0,ERROR:429
tt1007028,movie,Zack and Miri Make a Porno,2008.0,"Comedy,Romance",6.5,184395.0,0.0,ERROR:429
tt1013753,movie,Milk,2008.0,"Biography,Drama,History",7.5,182495.0,0.0,ERROR:429
tt10189514,movie,Soorarai Pottru,2020.0,Drama,8.7,127325.0,0.0,Amazon Prime Video
tt1023111,movie,Never Back Down,2008.0,"Action,Drama,Sport",6.5,108764.0,0.0,ERROR:429
tt1023114,movie,The Way Back,2010.0,"Adventure,Drama,History",7.3,124545.0,0.0,blutv
tt1028528,movie,Death Proof,2007.0,"Drama,Thriller",7.0,323439.0,0.0,ERROR:429
tt10293406,movie,The Power of the Dog,2021.0,"Drama,Western",6.8,199771.0,0.0,ERROR:429
tt10295212,movie,Shershaah,2021.0,"Action,Biography,Drama",8.3,132073.0,0.0,ERROR:429
tt1032755,movie,RocknRolla,2008.0,"Action,Crime,Thriller",7.2,270080.0,0.0,ERROR:429
tt1033575,movie,The Descendants,2011.0,"Comedy,Drama",7.3,255933.0,0.0,ERROR:429
tt1034303,movie,Defiance,2008.0,"Action,Drama,History",7.1,158408.0,0.0,ERROR:429
tt1037705,movie,The Book of Eli,2010.0,"Action,Adventure,Drama",6.8,350280.0,0.0,Netflix
tt1045772,movie,I Love You Phillip Morris,2009.0,"Biography,Comedy,Crime",6.6,101522.0,0.0,ERROR:429
tt10545296,movie,The Hunger Games: The Ballad of Songbirds & Snakes,2023.0,"Action,Adventure,Drama",6.7,156888.0,0.0,ERROR:429
tt1055292,movie,Life as We Know It,2010.0,"Comedy,Drama,Romance",6.5,141701.0,0.0,"Apple TV,Apple TV"
tt1057500,movie,Invictus,2009.0,"Biography,Drama,History",7.3,170907.0,0.0,"Apple TV,Apple TV"
tt1060277,movie,Cloverfield,2008.0,"Action,Horror,Sci-Fi",7.0,432417.0,0.0,"Apple TV,Apple TV"
tt1063669,movie,Die Welle,2008.0,"Drama,Thriller",7.6,118153.0,0.0,ERROR:429
tt10638522,movie,Talk to Me,2022.0,"Horror,Thriller",7.1,179951.0,0.0,TV+
tt1067106,movie,A Christmas Carol,2009.0,"Adventure,Animation,Comedy",6.8,135384.0,0.0,ERROR:429
tt1067583,movie,Water for Elephants,2011.0,"Drama,Romance",6.9,122199.0,0.0,ERROR:429
tt10698680,movie,K.G.F: Chapter 2,2022.0,"Action,Crime,Drama",8.2,158059.0,0.0,Amazon Prime Video
tt1078588,movie,My Sister's Keeper,2009.0,"Drama,Family",7.3,100679.0,0.0,"Apple TV,Apple TV"
tt1083452,movie,Eddie the Eagle,2015.0,"Adventure,Biography,Comedy",7.3,103944.0,0.0,ERROR:429
tt1086772,movie,Blended,2014.0,"Comedy,Romance",6.5,151216.0,0.0,"Apple TV,Apple TV"
tt1091191,movie,Lone Survivor,2013.0,"Action,Biography,Drama",7.5,314810.0,0.0,ERROR:429
tt1091722,movie,Adventureland,2009.0,"Comedy,Drama,Romance",6.8,172004.0,0.0,ERROR:429
tt1092026,movie,Paul,2011.0,"Adventure,Comedy,Sci-Fi",6.9,273324.0,0.0,"Apple TV,Apple TV"
tt1100089,movie,Foxcatcher,2014.0,"Biography,Drama,History",7.0,152247.0,0.0,TV+
tt11083552,movie,Wrath of Man,2021.0,"Action,Crime,Thriller",7.1,222454.0,0.0,ERROR:429
tt1109624,movie,Paddington,2014.0,"Adventure,Comedy,Family",7.3,146077.0,0.0,ERROR:429
tt11138512,movie,The Northman,2022.0,"Action,Adventure,Drama",7.0,277066.0,0.0,"TV+,Apple TV,Apple TV"
tt1120985,movie,Blue Valentine,2010.0,"Drama,Romance",7.3,217792.0,0.0,ERROR:429
tt11214590,movie,House of Gucci,2021.0,"Biography,Crime,Drama",6.6,167924.0,0.0,ERROR:429
tt11233960,movie,The Unforgivable,2021.0,"Crime,Drama,Mystery",7.1,123318.0,0.0,ERROR:429
tt1124035,movie,The Ides of March,2011.0,"Drama,Thriller",7.1,235097.0,0.0,ERROR:429
tt1125849,movie,The Wrestler,2008.0,"Drama,Sport",7.9,325077.0,0.0,ERROR:429
tt1126590,movie,Big Eyes,2014.0,"Biography,Crime,Drama",7.0,102142.0,0.0,TOD TV
tt11271038,movie,Licorice Pizza,2021.0,"Comedy,Drama,Romance",7.1,147293.0,0.0,"Apple TV,Apple TV"
tt1127180,movie,Drag Me to Hell,2009.0,Horror,6.6,223829.0,0.0,"Netflix,Apple TV,Apple TV"
tt11291274,movie,The Unbearable Weight of Massive Talent,2022.0,"Action,Comedy,Crime",7.0,168807.0,0.0,"Amazon Prime Video,TV+,Apple TV,Apple TV"
tt1131729,movie,Pirate Radio,2009.0,"Comedy,Drama,Music",7.3,118131.0,0.0,ERROR:429
tt1135503,movie,Julie & Julia,2009.0,"Biography,Drama,Romance",7.0,132113.0,0.0,ERROR:429
tt11389872,movie,Kingdom of the Planet of the Apes,2024.0,"Action,Adventure,Drama",6.9,150358.0,0.0,ERROR:429
tt1139797,movie,Låt den rätte komma in,2008.0,"Drama,Fantasy,Horror",7.8,232839.0,0.0,ERROR:429
tt1142977,movie,Frankenweenie,2012.0,"Animation,Comedy,Drama",6.9,121716.0,0.0,ERROR:429
tt1148204,movie,Orphan,2009.0,"Horror,Mystery,Thriller",7.0,265527.0,0.0,"Netflix,Apple TV,Apple TV"
tt1152836,movie,Public Enemies,2009.0,"Biography,Crime,Drama",6.9,327685.0,0.0,"Netflix,Amazon Prime Video,Apple TV,Apple TV"
tt1155056,movie,"I Love You, Man",2009.0,"Comedy,Romance",7.0,221390.0,0.0,"Apple TV,Apple TV"
tt1172049,movie,Demolition,2015.0,"Comedy,Drama",7.0,121324.0,0.0,ERROR:429
tt1179933,movie,10 Cloverfield Lane,2016.0,"Drama,Horror,Sci-Fi",7.2,369789.0,0.0,"Apple TV,Apple TV"
tt1187064,movie,Triangle,2009.0,"Fantasy,Mystery,Sci-Fi",6.9,138880.0,0.0,ERROR:429
tt1188729,movie,Pandorum,2009.0,"Action,Horror,Mystery",6.7,163521.0,0.0,ERROR:429
tt1188996,movie,My Name Is Khan,2010.0,"Drama,Romance",7.9,119317.0,0.0,ERROR:429
tt1189340,movie,The Lincoln Lawyer,2011.0,"Crime,Drama,Mystery",7.3,261494.0,0.0,Netflix
tt1193138,movie,Up in the Air,2009.0,"Comedy,Drama,Romance",7.4,354720.0,0.0,"Apple TV,Apple TV"
tt12003946,movie,Violent Night,2022.0,"Action,Comedy,Thriller",6.7,113554.0,0.0,"Apple TV,Apple TV"
tt1211956,movie,Escape Plan,2013.0,"Action,Thriller",6.7,264285.0,0.0,"Netflix,Apple TV,Apple TV"
tt1212428,movie,The Lost City of Z,2016.0,"Adventure,Biography,Drama",6.6,102445.0,0.0,ERROR:429
tt12263384,movie,Extraction 2,2023.0,"Action,Crime,Thriller",7.0,162074.0,0.0,Netflix
tt1226837,movie,Beautiful Boy,2018.0,"Biography,Drama",7.4,112852.0,0.0,"Amazon Prime Video,Apple TV"
tt1230414,movie,It's Complicated,2009.0,"Comedy,Drama,Romance",6.5,100630.0,0.0,"Apple TV,Apple TV"
tt12412888,movie,Sonic the Hedgehog 2,2022.0,"Action,Adventure,Comedy",6.5,105254.0,0.0,"Apple TV,Apple TV"
tt12584954,movie,Twisters,2024.0,"Action,Adventure,Thriller",6.5,163841.0,0.0,"blutv,Apple TV,Apple TV"
tt1259521,movie,The Cabin in the Woods,2011.0,"Horror,Mystery,Thriller",7.0,470247.0,0.0,ERROR:429
tt1259528,movie,Den of Thieves,2018.0,"Action,Crime,Drama",7.0,140434.0,0.0,ERROR:429
tt1272878,movie,2 Guns,2013.0,"Action,Comedy,Thriller",6.7,231430.0,0.0,TV+
tt12801262,movie,Luca,2021.0,"Adventure,Animation,Comedy",7.4,208784.0,0.0,ERROR:429
tt1282140,movie,Easy A,2010.0,"Comedy,Drama,Romance",7.0,430267.0,0.0,ERROR:429
tt1288558,movie,Evil Dead,2013.0,Horror,6.5,205298.0,0.0,ERROR:429
tt1307068,movie,Seeking a Friend for the End of the World,2012.0,"Adventure,Comedy,Drama",6.7,121166.0,0.0,ERROR:429
tt13274016,movie,Reptile,2023.0,"Crime,Drama,Mystery",6.8,102462.0,0.0,ERROR:429
tt1334260,movie,Never Let Me Go,2010.0,"Drama,Romance",7.1,156343.0,0.0,Disney Plus
tt13345606,movie,Evil Dead Rise,2023.0,Horror,6.5,154433.0,0.0,"Netflix,blutv,Apple TV"
tt1340800,movie,Tinker Tailor Soldier Spy,2011.0,"Drama,Mystery,Thriller",7.0,219178.0,0.0,TV+
tt1343727,movie,Dredd,2012.0,"Action,Crime,Sci-Fi",7.1,303876.0,0.0,ERROR:429
tt1355630,movie,If I Stay,2014.0,"Drama,Fantasy,Music",6.7,129816.0,0.0,ERROR:429
tt13560574,movie,X,2022.0,"Horror,Mystery,Thriller",6.5,206083.0,0.0,ERROR:429
tt1379182,movie,Kynodontas,2009.0,"Drama,Thriller",7.1,116665.0,0.0,ERROR:429
tt13833688,movie,The Whale,2022.0,Drama,7.6,243488.0,0.0,"Amazon Prime Video,Apple TV"
tt1385826,movie,The Adjustment Bureau,2011.0,"Crime,Drama,Mystery",7.0,276702.0,0.0,"Amazon Prime Video,Apple TV,Apple TV"
tt1390411,movie,In the Heart of the Sea,2015.0,"Action,Adventure,Biography",6.9,154748.0,0.0,ERROR:429
tt1398426,movie,Straight Outta Compton,2015.0,"Biography,Drama,History",7.8,226405.0,0.0,ERROR:429
tt1399683,movie,Winter's Bone,2010.0,"Crime,Drama,Mystery",7.1,154097.0,0.0,ERROR:429
tt1403981,movie,Remember Me,2010.0,"Drama,Romance",7.1,159091.0,0.0,ERROR:429
tt1412386,movie,The Best Exotic Marigold Hotel,2011.0,"Comedy,Drama,Romance",7.2,101779.0,0.0,"Disney Plus,Apple TV,Apple TV"
tt14138650,movie,The Pale Blue Eye,2022.0,"Crime,Horror,Mystery",6.6,132569.0,0.0,Netflix
tt14444726,movie,Tár,2022.0,"Drama,Music",7.4,102911.0,0.0,ERROR:429
tt1446192,movie,Rise of the Guardians,2012.0,"Action,Adventure,Animation",7.2,200208.0,0.0,"Netflix,TV+"
tt1457767,movie,The Conjuring,2013.0,"Horror,Mystery,Thriller",7.5,581461.0,0.0,"Apple TV,Apple TV"
tt14641788,movie,Enola Holmes 2,2022.0,"Action,Adventure,Crime",6.8,109474.0,0.0,Netflix
tt1465522,movie,Tucker and Dale vs Evil,2010.0,"Comedy,Horror",7.5,200645.0,0.0,ERROR:429
tt1478338,movie,Bridesmaids,2011.0,Comedy,6.8,316278.0,0.0,ERROR:429
tt1478964,movie,Attack the Block,2011.0,"Action,Adventure,Comedy",6.7,113418.0,0.0,ERROR:429
tt14858658,movie,Blink Twice,2024.0,"Mystery,Thriller",6.5,103005.0,0.0,ERROR:429
tt1488606,movie,Triple Frontier,2019.0,"Action,Thriller",6.5,153200.0,0.0,ERROR:429
tt1489887,movie,Booksmart,2019.0,Comedy,7.1,135986.0,0.0,Apple TV
tt14966898,movie,Late Night with the Devil,2023.0,Horror,7.0,121718.0,0.0,ERROR:429
tt1499658,movie,Horrible Bosses,2011.0,"Comedy,Crime",6.9,478328.0,0.0,"Apple TV,Apple TV"
tt1502397,movie,Bad Boys for Life,2020.0,"Action,Comedy,Crime",6.5,189703.0,0.0,ERROR:429
tt1502407,movie,Halloween,2018.0,"Crime,Drama,Horror",6.5,178257.0,0.0,ERROR:429
tt15097216,movie,Jai Bhim,2021.0,"Crime,Drama",8.7,224613.0,0.0,ERROR:429
tt15327088,movie,Kantara,2022.0,"Action,Adventure,Drama",8.2,107390.0,0.0,Netflix
tt1535109,movie,Captain Phillips,2013.0,"Action,Biography,Crime",7.8,506467.0,0.0,"Apple TV,Apple TV"
tt15354916,movie,Jawan,2023.0,"Action,Crime,Drama",6.9,104208.0,0.0,Netflix
tt1536537,movie,What Happened to Monday,2017.0,"Action,Crime,Fantasy",6.8,139562.0,0.0,TV+
tt1547234,movie,Premium Rush,2012.0,"Action,Thriller",6.5,120204.0,0.0,"Netflix,Apple TV,Apple TV"
tt15474916,movie,Smile,2022.0,"Horror,Mystery,Thriller",6.5,212267.0,0.0,"TV+,Apple TV"
tt1549572,movie,Another Earth,2011.0,"Drama,Mystery,Romance",6.9,102095.0,0.0,"Apple TV,Apple TV"
tt1560220,movie,Zombieland: Double Tap,2019.0,"Action,Comedy,Horror",6.7,214508.0,0.0,"Netflix,Apple TV"
tt1563738,movie,One Day,2011.0,"Drama,Romance",7.0,174257.0,0.0,ERROR:429
